trip_id,pickup_zone,dropoff_zone,pickup_lon,pickup_lat,dropoff_lon,dropoff_lat,distance_km,duration_min,fare_usd,tip_pct,hour,passengers
TAXI_0229,Williamsburg,Times Square,-73.9442,40.69867,-74.01159,40.73089,6.75,14.0,26.54,10.9,1,5
TAXI_0230,Williamsburg,Harlem,-73.94786,40.71327,-73.9593,40.80674,10.42,36.4,43.23,0.6,11,5
TAXI_0231,Times Square,LaGuardia,-73.979,40.77344,-73.905,40.77956,6.33,28.6,28.02,16.3,5,3
TAXI_0232,Williamsburg,JFK,-73.92393,40.70983,-73.7655,40.65141,14.95,59.0,61.88,10.6,14,1
TAXI_0233,Wall St,JFK,-73.99176,40.71838,-73.79583,40.64636,18.47,76.9,75.71,2.9,12,5
TAXI_0234,Times Square,Wall St,-73.98561,40.78391,-73.99723,40.71209,8.03,36.3,35.61,3.2,14,2
TAXI_0235,Times Square,Williamsburg,-74.00206,40.76044,-73.94991,40.68769,9.21,51.4,41.86,24.2,6,2
TAXI_0236,Harlem,LaGuardia,-73.93716,40.78787,-73.872,40.79335,5.57,27.0,27.58,2.1,12,1
TAXI_0237,JFK,Harlem,-73.75148,40.64553,-73.92768,40.8239,24.83,104.7,99.37,20.8,20,2
TAXI_0238,LaGuardia,Williamsburg,-73.84881,40.78557,-73.96747,40.72133,12.35,55.4,51.51,19.0,9,4
TAXI_0239,Williamsburg,Harlem,-73.9544,40.69765,-73.9535,40.84667,16.54,58.8,64.13,22.4,6,2
TAXI_0240,Queens,Wall St,-73.80476,40.73811,-74.00746,40.7156,17.41,72.8,68.35,13.4,22,1
TAXI_0241,Wall St,Williamsburg,-74.00927,40.70537,-73.93435,40.75131,8.16,39.1,37.6,16.2,22,1
TAXI_0242,Wall St,Queens,-74.01195,40.69313,-73.77941,40.72023,19.99,84.4,80.84,13.0,21,1
TAXI_0243,Williamsburg,Harlem,-73.96773,40.70571,-73.91984,40.82878,14.25,67.0,58.58,16.3,3,1
TAXI_0244,Wall St,LaGuardia,-74.01784,40.68719,-73.89375,40.79535,15.98,55.4,61.86,13.5,17,4
TAXI_0245,LaGuardia,Williamsburg,-73.86828,40.78835,-73.96318,40.72899,10.42,43.9,45.94,22.3,4,1
TAXI_0246,Queens,Harlem,-73.81792,40.7482,-73.93109,40.82823,13.09,50.9,53.2,22.4,1,1
TAXI_0247,Queens,LaGuardia,-73.7969,40.74745,-73.89903,40.76347,8.86,43.0,39.47,27.2,1,1
TAXI_0248,Queens,LaGuardia,-73.77151,40.72377,-73.88342,40.7675,10.68,49.0,46.68,19.2,10,2
TAXI_0249,JFK,Wall St,-73.7836,40.62878,-73.99734,40.71699,20.64,80.1,80.83,4.1,5,1
TAXI_0250,LaGuardia,Williamsburg,-73.85628,40.77106,-74.00691,40.71176,14.4,58.5,60.33,8.0,14,2
TAXI_0251,Harlem,Wall St,-73.94166,40.81511,-74.03333,40.72473,12.7,45.5,51.99,23.3,15,1
TAXI_0252,Wall St,Queens,-74.022,40.71645,-73.79091,40.71961,19.65,89.7,80.95,18.0,18,2
TAXI_0253,Williamsburg,Times Square,-73.98006,40.68688,-73.98879,40.74702,6.72,24.6,30.63,6.7,20,4
TAXI_0254,LaGuardia,Harlem,-73.87099,40.79192,-73.95976,40.84419,9.52,40.8,41.16,9.0,5,1
TAXI_0255,Queens,Wall St,-73.79086,40.72281,-73.99443,40.70307,17.44,79.1,71.94,7.7,2,4
TAXI_0256,Wall St,Harlem,-73.98608,40.67986,-73.93284,40.80495,14.6,62.2,60.05,15.1,13,1
TAXI_0257,Harlem,Queens,-73.95108,40.81771,-73.79489,40.71277,17.66,69.9,69.56,12.2,21,4
TAXI_0258,Times Square,Queens,-73.98614,40.76975,-73.82441,40.73522,14.27,56.2,58.9,8.0,11,4
TAXI_0259,JFK,Queens,-73.7949,40.64188,-73.80762,40.71389,8.07,41.8,39.13,14.8,22,1
TAXI_0260,JFK,LaGuardia,-73.75699,40.61533,-73.87241,40.77622,20.38,80.5,79.27,18.2,12,2
TAXI_0261,Wall St,LaGuardia,-74.00039,40.70461,-73.88241,40.74941,11.19,52.9,49.82,6.8,14,4
TAXI_0262,Williamsburg,Harlem,-73.97299,40.71535,-73.94683,40.79439,9.05,38.1,37.41,29.3,15,5
TAXI_0263,Queens,LaGuardia,-73.8085,40.72511,-73.88438,40.77951,8.84,35.0,38.56,12.2,12,4
TAXI_0264,Harlem,Williamsburg,-73.95401,40.81247,-73.97095,40.74429,7.7,29.3,33.34,21.8,22,5
TAXI_0265,Times Square,Williamsburg,-73.9717,40.74639,-73.96122,40.70663,4.5,12.6,19.74,19.8,21,3
TAXI_0266,Williamsburg,LaGuardia,-73.92901,40.72825,-73.87705,40.79291,8.43,33.9,37.32,15.5,11,5
TAXI_0267,Wall St,Harlem,-74.00099,40.68725,-73.95566,40.79141,12.19,55.3,53.16,14.0,0,5
TAXI_0268,JFK,Queens,-73.74409,40.63791,-73.79085,40.73854,11.86,51.2,51.1,27.6,4,1
TAXI_0269,Williamsburg,Times Square,-73.95942,40.71308,-73.96396,40.7483,3.93,20.8,21.53,12.9,7,5
TAXI_0270,Wall St,LaGuardia,-74.02964,40.68106,-73.8762,40.76976,16.34,61.4,62.95,11.7,21,3
TAXI_0271,Harlem,JFK,-73.93154,40.82222,-73.77699,40.62357,25.67,101.8,101.25,24.4,22,3
TAXI_0272,Queens,Harlem,-73.82964,40.70997,-73.95127,40.81751,15.79,53.6,60.68,21.7,5,2
TAXI_0273,Williamsburg,Harlem,-73.93211,40.71105,-73.94067,40.80961,10.96,49.9,45.82,17.4,14,2
TAXI_0274,JFK,LaGuardia,-73.77968,40.65831,-73.88452,40.77981,16.16,61.0,65.55,13.1,17,3
TAXI_0275,JFK,Williamsburg,-73.74793,40.63722,-73.94505,40.71022,18.61,79.9,75.21,9.5,2,3
TAXI_0276,LaGuardia,Queens,-73.86274,40.7704,-73.80871,40.71893,7.33,42.6,35.87,8.1,20,1
TAXI_0277,JFK,Williamsburg,-73.77446,40.63541,-73.94561,40.68846,15.69,57.2,61.0,31.1,12,1
TAXI_0278,Wall St,Times Square,-73.99971,40.69495,-73.98917,40.78008,9.49,35.0,39.27,19.5,1,3
TAXI_0279,Williamsburg,LaGuardia,-73.97508,40.70562,-73.86725,40.80768,14.57,68.8,62.53,7.4,6,2
TAXI_0280,Queens,Williamsburg,-73.80014,40.72237,-73.95273,40.6869,13.56,55.1,57.48,18.6,2,2
TAXI_0281,JFK,Wall St,-73.80374,40.6405,-74.01389,40.71385,19.63,83.8,77.92,28.7,8,4
TAXI_0282,Wall St,Queens,-73.99469,40.69581,-73.8089,40.74902,16.86,71.6,68.6,10.9,23,5
TAXI_0283,JFK,Williamsburg,-73.79749,40.64893,-73.97041,40.69652,15.62,65.5,64.39,12.5,14,4
TAXI_0284,Wall St,Williamsburg,-74.01808,40.71401,-73.95458,40.71247,5.4,30.8,28.59,20.4,20,2
TAXI_0285,Times Square,Williamsburg,-73.9977,40.78553,-73.98703,40.72168,7.15,24.7,32.76,31.2,4,1
TAXI_0286,JFK,Queens,-73.77553,40.62872,-73.80285,40.72256,10.67,44.2,43.94,16.4,6,4
TAXI_0287,Williamsburg,Harlem,-73.98552,40.71368,-73.93524,40.80367,10.86,43.1,43.85,12.7,1,5
TAXI_0288,Wall St,Williamsburg,-74.02949,40.69496,-73.96118,40.7139,6.18,26.9,29.6,10.7,4,2
TAXI_0289,JFK,Times Square,-73.7768,40.61933,-74.01186,40.75167,24.8,109.1,99.41,13.8,18,5
TAXI_0290,Times Square,Queens,-73.9631,40.76622,-73.79771,40.7187,15.02,71.2,64.05,13.4,11,2
TAXI_0291,Williamsburg,Queens,-73.96781,40.70025,-73.77696,40.70544,16.23,71.1,66.54,24.8,2,3
TAXI_0292,Queens,LaGuardia,-73.77852,40.73538,-73.88151,40.77487,9.79,34.1,41.33,27.6,20,1
TAXI_0293,Queens,Harlem,-73.81687,40.70711,-73.95886,40.81249,16.81,71.9,67.42,23.9,20,2
TAXI_0294,Times Square,Wall St,-73.99936,40.76202,-73.97848,40.70478,6.6,23.6,29.02,10.0,16,1
TAXI_0295,Williamsburg,LaGuardia,-73.95778,40.72275,-73.90064,40.77054,7.19,28.2,31.91,12.9,18,2
TAXI_0296,Williamsburg,Queens,-73.95285,40.69497,-73.79314,40.73135,14.16,65.2,57.74,15.6,6,5
TAXI_0297,Queens,Times Square,-73.79101,40.70432,-73.95948,40.76094,15.64,64.7,64.12,31.7,20,3
TAXI_0298,Queens,Williamsburg,-73.76631,40.72673,-73.93411,40.71749,14.3,66.5,59.63,9.4,16,3
TAXI_0299,Wall St,LaGuardia,-74.03708,40.69301,-73.87572,40.7878,17.29,68.3,68.86,10.4,4,4
TAXI_0300,LaGuardia,Queens,-73.88694,40.79469,-73.78286,40.73036,11.37,50.9,47.98,16.3,7,4
TAXI_0301,Queens,Times Square,-73.80374,40.72522,-74.00577,40.74845,17.36,73.4,68.91,17.7,1,2
TAXI_0302,Harlem,Queens,-73.94752,40.82205,-73.77339,40.7459,17.05,73.2,67.55,16.8,12,5
TAXI_0303,Harlem,Williamsburg,-73.93287,40.83377,-73.95325,40.70208,14.72,58.4,57.9,0,15,2
TAXI_0304,LaGuardia,Wall St,-73.85626,40.75683,-74.02796,40.7098,15.5,62.2,63.23,16.0,10,4
TAXI_0305,Harlem,Queens,-73.91543,40.82399,-73.78754,40.72993,15.07,64.0,61.87,26.0,4,5
TAXI_0306,JFK,LaGuardia,-73.79284,40.62219,-73.87024,40.80067,20.88,89.8,83.72,22.9,4,5
TAXI_0307,Harlem,JFK,-73.9303,40.83089,-73.79685,40.63123,24.9,99.7,96.62,25.3,7,4
TAXI_0308,Queens,Wall St,-73.78894,40.71326,-73.98275,40.72833,16.56,64.3,66.32,12.2,7,1
TAXI_0309,Times Square,Harlem,-73.97927,40.76826,-73.9571,40.81983,6.03,32.6,30.7,13.9,0,4
TAXI_0310,Williamsburg,LaGuardia,-73.96084,40.70345,-73.8885,40.77164,9.75,43.2,42.91,16.7,13,5
TAXI_0311,Times Square,Harlem,-73.95014,40.75462,-73.91735,40.81205,6.96,24.1,31.41,10.3,17,4
TAXI_0312,Times Square,Queens,-73.9836,40.73667,-73.80946,40.72208,14.89,64.2,62.76,20.7,22,2
TAXI_0313,JFK,LaGuardia,-73.76925,40.61675,-73.87566,40.78297,20.55,79.8,81.32,23.6,20,1
TAXI_0314,Queens,JFK,-73.78916,40.73522,-73.79632,40.63644,10.98,44.9,45.17,10.4,23,4
TAXI_0315,Wall St,Harlem,-73.99111,40.6996,-73.95649,40.81629,13.28,55.4,55.97,20.7,0,2
TAXI_0316,Queens,Williamsburg,-73.77615,40.74354,-73.96577,40.71644,16.4,77.1,68.41,13.9,21,1
TAXI_0317,Times Square,LaGuardia,-74.00908,40.73655,-73.91458,40.78652,9.76,43.1,41.91,13.5,6,5
TAXI_0318,JFK,Williamsburg,-73.79417,40.63228,-73.99527,40.68665,18.13,73.7,72.7,11.4,8,2
TAXI_0319,Harlem,LaGuardia,-73.95248,40.79793,-73.86886,40.78558,7.24,30.5,32.5,9.3,10,1
TAXI_0320,Queens,Harlem,-73.80257,40.75576,-73.95408,40.81868,14.65,55.5,59.51,25.8,7,3
TAXI_0321,Queens,Wall St,-73.7998,40.71577,-74.04385,40.71639,20.74,82.8,80.82,7.9,7,2
TAXI_0322,Queens,Times Square,-73.77357,40.71706,-73.97672,40.73679,17.41,71.4,68.99,15.4,23,3
TAXI_0323,JFK,Harlem,-73.76043,40.65577,-73.95276,40.79362,22.39,102.5,89.82,27.0,6,4
TAXI_0324,Williamsburg,LaGuardia,-73.9655,40.70909,-73.86066,40.77592,11.6,52.3,50.81,20.4,3,1
TAXI_0325,JFK,Williamsburg,-73.79256,40.65698,-73.96235,40.73569,16.87,71.3,70.25,20.9,10,4
TAXI_0326,Harlem,Times Square,-73.95835,40.77128,-73.9825,40.76781,2.09,6.7,11.72,14.9,13,4
TAXI_0327,Harlem,JFK,-73.94698,40.7976,-73.77838,40.63792,22.79,92.9,91.66,14.5,22,1
TAXI_0328,JFK,Williamsburg,-73.79704,40.64581,-73.93358,40.6993,13.04,60.9,54.43,12.1,15,5
TAXI_0329,Times Square,Queens,-73.98948,40.76393,-73.7776,40.70777,19.06,84.1,76.83,10.8,18,2
TAXI_0330,Harlem,Williamsburg,-73.93268,40.81246,-73.94842,40.70682,11.8,53.2,49.98,14.1,23,2
TAXI_0331,Wall St,JFK,-74.00212,40.71333,-73.75913,40.66853,21.24,89.0,84.62,14.7,9,3
TAXI_0332,Harlem,Queens,-73.97524,40.81771,-73.79247,40.73325,18.14,79.2,72.74,18.7,23,3
TAXI_0333,Times Square,Queens,-73.99237,40.74658,-73.77722,40.73293,18.35,72.8,72.54,10.7,19,2
TAXI_0334,Harlem,Queens,-73.92234,40.80136,-73.813,40.73956,11.55,48.0,47.7,4.9,14,1
TAXI_0335,Wall St,Harlem,-74.01104,40.7015,-73.91943,40.8168,14.98,65.3,63.05,11.8,18,4
TAXI_0336,Queens,JFK,-73.77321,40.73949,-73.77022,40.63339,11.78,56.2,51.69,11.5,14,3
TAXI_0337,Williamsburg,Harlem,-73.9677,40.69292,-73.94678,40.82524,14.8,70.7,60.97,17.5,23,1
TAXI_0338,LaGuardia,Queens,-73.86036,40.77189,-73.79004,40.74282,6.79,26.3,28.53,18.1,2,1
TAXI_0339,Times Square,Harlem,-74.00724,40.76945,-73.92246,40.82066,9.18,35.7,38.05,14.9,4,5
TAXI_0340,Queens,LaGuardia,-73.77022,40.74853,-73.86926,40.78484,9.33,35.8,39.41,25.6,8,5
TAXI_0341,Wall St,LaGuardia,-74.01251,40.72726,-73.8793,40.78526,13.03,60.8,55.86,11.1,16,5
TAXI_0342,Times Square,Queens,-74.00298,40.74802,-73.79341,40.73836,17.85,77.2,72.11,17.6,16,2
TAXI_0343,Times Square,Queens,-73.98332,40.75622,-73.79445,40.75814,16.06,61.7,63.95,24.4,9,5
TAXI_0344,LaGuardia,JFK,-73.8729,40.76826,-73.78157,40.65238,15.02,59.5,59.65,14.8,12,2
TAXI_0345,Times Square,JFK,-74.01081,40.74885,-73.77185,40.6441,23.4,87.4,91.49,14.7,23,5
TAXI_0346,Queens,Times Square,-73.80841,40.70477,-73.96714,40.76277,14.95,66.6,62.55,12.9,19,4
TAXI_0347,LaGuardia,Times Square,-73.88367,40.78133,-73.9848,40.74924,9.31,38.4,38.41,15.7,23,1
TAXI_0348,LaGuardia,JFK,-73.84568,40.78644,-73.76106,40.6347,18.32,80.5,75.7,24.8,1,3
TAXI_0349,JFK,LaGuardia,-73.77836,40.66402,-73.86327,40.79112,15.85,69.0,63.82,24.0,0,1
TAXI_0350,Queens,Williamsburg,-73.82275,40.72836,-73.92568,40.68665,9.9,44.4,41.13,5.3,16,2
TAXI_0351,Wall St,Queens,-74.00147,40.70094,-73.80905,40.71946,16.48,75.5,66.45,24.8,8,4
TAXI_0352,Williamsburg,Times Square,-73.96497,40.71737,-73.94981,40.76443,5.38,19.9,23.41,12.8,5,3
TAXI_0353,Harlem,JFK,-73.95602,40.80331,-73.76992,40.65942,22.48,93.1,89.7,15.5,2,2
TAXI_0354,LaGuardia,Wall St,-73.88367,40.79322,-73.99542,40.74925,10.68,37.7,44.19,26.4,22,5
TAXI_0355,Queens,JFK,-73.7854,40.73537,-73.76879,40.66582,7.85,32.0,35.53,19.6,6,1
TAXI_0356,Williamsburg,Wall St,-73.97478,40.70337,-74.00147,40.71897,2.85,8.6,15.13,14.0,6,5
TAXI_0357,LaGuardia,Harlem,-73.84727,40.76381,-73.92031,40.80741,7.87,42.4,38.52,14.5,4,4
TAXI_0358,Times Square,Queens,-73.98778,40.74312,-73.80002,40.7309,16.02,61.4,64.8,24.2,11,5
TAXI_0359,LaGuardia,Times Square,-73.8908,40.77318,-74.01144,40.74455,10.74,43.9,45.31,8.1,19,3
TAXI_0360,Times Square,Wall St,-73.98515,40.75371,-74.01574,40.70085,6.42,26.7,30.68,26.8,6,1
TAXI_0361,Wall St,LaGuardia,-73.98235,40.72082,-73.86038,40.78748,12.74,47.2,51.66,15.4,11,2
TAXI_0362,Harlem,Williamsburg,-73.9574,40.84075,-73.93871,40.71227,14.35,65.9,61.73,28.0,1,3
TAXI_0363,Harlem,Williamsburg,-73.92863,40.82504,-73.96366,40.69315,14.94,68.5,63.7,16.8,2,3
TAXI_0364,JFK,LaGuardia,-73.77294,40.64744,-73.87599,40.77422,16.58,63.5,64.65,11.8,20,2
TAXI_0365,Harlem,Williamsburg,-73.94643,40.78995,-73.96725,40.70997,9.05,31.5,38.47,14.8,3,2
TAXI_0366,Queens,LaGuardia,-73.81306,40.71242,-73.88059,40.76741,8.38,30.0,35.97,30.8,17,3
TAXI_0367,Queens,Times Square,-73.81066,40.7113,-73.97216,40.7637,14.91,58.7,59.12,10.5,17,3
TAXI_0368,Times Square,Wall St,-73.99044,40.74468,-74.00313,40.70008,5.07,7.2,21.65,0,9,1
TAXI_0369,Times Square,LaGuardia,-73.9918,40.76067,-73.85873,40.78142,11.54,36.6,47.17,24.3,18,5
TAXI_0370,LaGuardia,JFK,-73.88448,40.78966,-73.77414,40.64994,18.12,79.8,74.13,18.4,2,5
TAXI_0371,Wall St,Harlem,-73.97633,40.72583,-73.95866,40.80749,9.19,29.8,36.49,21.9,18,1
TAXI_0372,Harlem,Williamsburg,-73.96868,40.80454,-73.92889,40.70308,11.76,48.5,47.31,17.8,13,4
TAXI_0373,Queens,JFK,-73.8114,40.73506,-73.78752,40.6304,11.79,44.0,46.24,18.2,9,5
TAXI_0374,JFK,Times Square,-73.79551,40.63358,-73.98804,40.74811,20.72,87.0,80.86,16.2,14,5
TAXI_0375,Harlem,Queens,-73.96206,40.82417,-73.78463,40.73,18.35,74.3,72.57,5.6,17,4
TAXI_0376,Times Square,JFK,-73.981,40.74599,-73.76666,40.63367,22.08,84.7,85.87,19.2,18,2
TAXI_0377,Harlem,Queens,-73.9271,40.82866,-73.7953,40.72873,15.76,70.1,64.79,13.3,3,4
TAXI_0378,Wall St,Times Square,-74.03063,40.69887,-73.97259,40.75542,7.98,32.9,34.32,26.7,14,5
TAXI_0379,LaGuardia,Wall St,-73.87593,40.80173,-73.99975,40.71021,14.63,66.0,62.02,19.1,1,2
TAXI_0380,Harlem,LaGuardia,-73.95122,40.8292,-73.89848,40.79836,5.64,24.4,25.1,15.6,6,5
TAXI_0381,LaGuardia,Queens,-73.87281,40.75456,-73.80352,40.70956,7.72,30.3,35.76,13.5,12,5
TAXI_0382,Williamsburg,Harlem,-73.98176,40.71634,-73.94123,40.80636,10.57,53.0,47.23,26.6,0,1
TAXI_0383,Wall St,Williamsburg,-74.00041,40.70235,-73.92172,40.69312,6.77,20.0,26.92,23.8,7,4
TAXI_0384,Harlem,Williamsburg,-73.96349,40.82148,-73.94742,40.71965,11.39,43.2,45.64,9.3,22,1
TAXI_0385,JFK,LaGuardia,-73.77818,40.65184,-73.8812,40.75382,14.31,60.6,56.98,14.4,9,2
TAXI_0386,Harlem,Times Square,-73.95965,40.81904,-74.00885,40.77929,6.08,18.3,27.8,25.8,8,2
TAXI_0387,LaGuardia,Times Square,-73.86978,40.79325,-74.00135,40.7697,11.48,50.8,50.68,9.5,7,4
TAXI_0388,LaGuardia,Harlem,-73.89038,40.79823,-73.90506,40.82215,2.93,9.9,16.07,18.0,17,2
TAXI_0389,Queens,LaGuardia,-73.78543,40.72027,-73.84778,40.76944,7.61,31.5,35.72,20.9,18,2
TAXI_0390,Times Square,JFK,-73.98703,40.72608,-73.79356,40.65031,18.47,80.5,76.46,15.3,13,4
TAXI_0391,Times Square,Wall St,-74.01584,40.75728,-74.04241,40.69104,7.69,26.1,31.39,18.4,0,5
TAXI_0392,Harlem,Times Square,-73.93536,40.79642,-74.00076,40.74966,7.61,29.9,31.47,27.7,4,5
TAXI_0393,Queens,Harlem,-73.7799,40.70831,-73.93912,40.81719,18.14,80.7,73.96,19.6,13,1
TAXI_0394,Times Square,Wall St,-73.97445,40.76158,-73.98255,40.70877,5.9,28.0,26.9,24.2,19,4
TAXI_0395,Williamsburg,Times Square,-73.96204,40.7277,-74.01345,40.73624,4.47,22.6,23.42,22.0,12,5
TAXI_0396,Williamsburg,Harlem,-73.98225,40.69389,-73.95641,40.82909,15.17,57.5,60.7,4.5,1,2
TAXI_0397,Harlem,Queens,-73.93411,40.79351,-73.77701,40.71243,16.1,65.5,65.52,22.5,12,3
TAXI_0398,Queens,Times Square,-73.79035,40.71396,-73.98096,40.75445,16.81,69.5,67.94,25.3,14,1
TAXI_0399,Williamsburg,Harlem,-73.93019,40.72652,-73.9238,40.83158,11.67,46.1,46.87,10.4,5,4
TAXI_0400,Harlem,Williamsburg,-73.93401,40.83458,-73.97929,40.71855,13.44,58.8,56.67,16.0,23,1
TAXI_0401,JFK,Queens,-73.78856,40.63591,-73.81946,40.74707,12.62,57.0,54.27,26.5,5,4
TAXI_0402,Harlem,Wall St,-73.94805,40.81985,-74.006,40.69154,15.07,72.0,64.99,19.1,22,1
TAXI_0403,Wall St,Times Square,-74.00043,40.69725,-73.95683,40.73946,5.97,27.4,26.73,20.2,19,3
TAXI_0404,JFK,Wall St,-73.76918,40.62485,-74.00868,40.71277,22.58,88.4,88.14,19.1,14,4
TAXI_0405,Wall St,JFK,-73.98315,40.70471,-73.77933,40.64964,18.37,74.4,73.83,19.0,5,2
TAXI_0406,JFK,Williamsburg,-73.78921,40.63673,-73.9484,40.72611,16.78,71.8,68.69,15.5,3,4
TAXI_0407,LaGuardia,Queens,-73.86727,40.76785,-73.81673,40.72144,6.71,21.9,30.25,20.4,18,3
TAXI_0408,JFK,Queens,-73.76029,40.64273,-73.81069,40.74895,12.54,47.1,52.02,18.4,15,2
TAXI_0409,JFK,Williamsburg,-73.78359,40.64924,-73.96903,40.69987,16.73,72.1,67.04,25.5,20,5
TAXI_0410,JFK,Wall St,-73.76972,40.63821,-74.0332,40.71121,23.82,92.4,92.23,20.1,18,5
TAXI_0411,Times Square,LaGuardia,-73.9969,40.74565,-73.88787,40.77476,9.81,35.4,42.0,20.8,9,2
TAXI_0412,JFK,Queens,-73.78685,40.6607,-73.79111,40.74825,9.73,47.4,44.36,24.2,10,3
TAXI_0413,Harlem,Williamsburg,-73.94432,40.8163,-73.93157,40.70415,12.5,48.9,49.52,14.3,0,1
TAXI_0414,Williamsburg,Times Square,-73.93498,40.69589,-73.96123,40.75546,6.98,28.5,30.01,13.9,21,4
TAXI_0415,Wall St,JFK,-73.9947,40.69622,-73.79445,40.6207,18.97,72.1,74.64,10.8,13,1
TAXI_0416,Queens,Harlem,-73.76779,40.72134,-73.91666,40.80466,15.67,71.5,63.95,12.1,11,1
TAXI_0417,LaGuardia,Times Square,-73.90366,40.78378,-73.99929,40.74574,9.16,42.8,39.24,13.4,3,3
TAXI_0418,Williamsburg,Times Square,-73.96375,40.70532,-73.99937,40.78251,9.09,43.5,40.0,19.8,16,3
TAXI_0419,LaGuardia,JFK,-73.88742,40.77418,-73.77457,40.64313,17.42,75.3,70.88,21.6,4,2
TAXI_0420,Times Square,Wall St,-74.02271,40.75612,-74.03079,40.70724,5.47,20.2,26.75,24.2,21,2
TAXI_0421,LaGuardia,Williamsburg,-73.91216,40.7904,-73.95254,40.71269,9.28,37.1,38.91,30.1,2,3
TAXI_0422,Wall St,JFK,-73.99945,40.72503,-73.75958,40.64122,22.41,93.1,89.76,13.9,6,2
TAXI_0423,Times Square,Queens,-73.99496,40.73439,-73.80114,40.72289,16.52,65.9,64.89,30.3,17,5
TAXI_0424,JFK,LaGuardia,-73.74821,40.62425,-73.88,40.77248,19.9,95.5,83.45,13.2,9,5
TAXI_0425,Times Square,Harlem,-73.99045,40.75107,-73.94091,40.79095,6.11,27.0,26.98,24.0,5,5
TAXI_0426,Harlem,Williamsburg,-73.93791,40.82279,-73.98052,40.69908,14.2,56.8,59.02,14.6,17,1
TAXI_0427,Queens,Wall St,-73.82101,40.72257,-74.01228,40.713,16.29,61.1,62.95,13.3,14,4
TAXI_0428,LaGuardia,Queens,-73.84996,40.79533,-73.76485,40.72753,10.44,48.6,44.15,22.4,10,4
TAXI_0429,Wall St,JFK,-74.01701,40.71228,-73.77458,40.61447,23.29,99.1,91.65,11.7,16,1
TAXI_0430,Wall St,Williamsburg,-73.98984,40.7096,-73.9719,40.69344,2.35,5,13.32,11.1,19,2
TAXI_0431,Harlem,LaGuardia,-73.93335,40.82519,-73.87689,40.76305,8.4,43.0,38.86,18.6,10,5
TAXI_0432,Williamsburg,LaGuardia,-73.9754,40.71778,-73.85028,40.77543,12.41,44.3,51.34,24.1,10,5
TAXI_0433,JFK,Wall St,-73.76215,40.65695,-73.96878,40.71209,18.6,79.1,76.24,17.9,15,1
TAXI_0434,JFK,LaGuardia,-73.79551,40.65326,-73.90832,40.79324,18.26,72.6,70.6,19.4,17,3
TAXI_0435,Wall St,Harlem,-74.00085,40.69785,-73.94979,40.8065,12.82,49.9,52.64,22.1,13,3
TAXI_0436,JFK,Harlem,-73.78606,40.6823,-73.94151,40.80557,19.02,81.4,75.84,11.0,1,1
TAXI_0437,Williamsburg,Harlem,-73.93997,40.71378,-73.95953,40.82965,12.97,46.8,51.05,14.9,10,4
TAXI_0438,Wall St,Queens,-74.02622,40.69714,-73.78999,40.73175,20.44,88.3,82.39,20.7,13,2
TAXI_0439,Times Square,Williamsburg,-73.99967,40.75951,-73.95465,40.70345,7.31,28.4,33.75,6.6,4,1
TAXI_0440,LaGuardia,Williamsburg,-73.91493,40.78646,-73.99012,40.72504,9.35,34.5,40.97,11.5,13,5
TAXI_0441,Queens,Wall St,-73.80876,40.7207,-74.00047,40.70448,16.39,69.1,66.61,15.7,8,4
TAXI_0442,Harlem,Queens,-73.9724,40.78563,-73.75795,40.7083,20.15,81.4,78.27,6.4,4,5
TAXI_0443,Queens,Times Square,-73.79171,40.72269,-73.98391,40.76264,16.93,69.7,68.13,16.1,2,5
TAXI_0444,Queens,Harlem,-73.84058,40.72644,-73.93872,40.79812,11.53,55.6,49.9,9.1,23,3
TAXI_0445,Wall St,Times Square,-74.01061,40.73028,-73.9934,40.75708,3.32,15.2,19.82,17.0,18,3
TAXI_0446,JFK,Williamsburg,-73.8071,40.6329,-73.95476,40.74853,17.95,80.3,74.66,12.9,2,2
TAXI_0447,Harlem,JFK,-73.95462,40.81832,-73.78977,40.64895,23.45,101.5,94.91,20.4,5,5
TAXI_0448,Williamsburg,LaGuardia,-73.95582,40.70083,-73.88855,40.78795,11.23,55.0,47.99,20.6,1,3
TAXI_0449,JFK,LaGuardia,-73.75811,40.61985,-73.89288,40.78914,22.01,85.3,85.54,9.4,23,2
TAXI_0450,LaGuardia,Harlem,-73.85627,40.77564,-73.96068,40.79688,9.18,32.0,36.72,20.5,9,4
