cell_id,x,y,lon,lat,elevation_m,ndvi,landcover
C_10_29,29,10,-104.815,39.67,1480.0,0.296,grass
C_10_30,30,10,-104.8,39.67,1401.8,0.295,grass
C_10_31,31,10,-104.785,39.67,1386.5,0.271,grass
C_10_32,32,10,-104.77,39.67,1331.7,0.235,grass
C_10_33,33,10,-104.755,39.67,1317.7,0.402,grass
C_10_34,34,10,-104.74,39.67,1322.1,0.282,grass
C_10_35,35,10,-104.725,39.67,1287.0,0.239,grass
C_10_36,36,10,-104.71,39.67,1263.9,0.42,grass
C_10_37,37,10,-104.695,39.67,1270.9,0.547,grass
C_10_38,38,10,-104.68,39.67,1242.1,0.566,forest
C_10_39,39,10,-104.665,39.67,1253.4,0.509,grass
C_10_40,40,10,-104.65,39.67,1274.6,0.696,forest
C_10_41,41,10,-104.635,39.67,1300.9,0.636,forest
C_11_00,0,11,-105.25,39.682,1678.6,0.534,grass
C_11_01,1,11,-105.235,39.682,1725.2,0.701,forest
C_11_02,2,11,-105.22,39.682,1771.3,0.561,forest
C_11_03,3,11,-105.205,39.682,1840.2,0.736,forest
C_11_04,4,11,-105.19,39.682,1894.7,0.805,forest
C_11_05,5,11,-105.175,39.682,1900.3,0.729,forest
C_11_06,6,11,-105.16,39.682,1925.8,0.861,forest
C_11_07,7,11,-105.145,39.682,1955.1,0.844,forest
C_11_08,8,11,-105.13,39.682,1943.5,0.817,forest
C_11_09,9,11,-105.115,39.682,1997.2,0.885,forest
C_11_10,10,11,-105.1,39.682,2045.5,0.863,forest
C_11_11,11,11,-105.085,39.682,2042.6,0.716,forest
C_11_12,12,11,-105.07,39.682,2081.1,0.7,forest
C_11_13,13,11,-105.055,39.682,2052.9,0.828,forest
C_11_14,14,11,-105.04,39.682,2050.8,0.822,forest
C_11_15,15,11,-105.025,39.682,2025.0,0.811,forest
C_11_16,16,11,-105.01,39.682,2065.8,0.658,forest
C_11_17,17,11,-104.995,39.682,1982.6,0.712,forest
C_11_18,18,11,-104.98,39.682,1993.4,0.65,forest
C_11_19,19,11,-104.965,39.682,1975.2,0.507,grass
C_11_20,20,11,-104.95,39.682,1919.4,0.647,forest
C_11_21,21,11,-104.935,39.682,1856.9,0.381,grass
C_11_22,22,11,-104.92,39.682,1833.0,0.45,grass
C_11_23,23,11,-104.905,39.682,1784.9,0.461,grass
C_11_24,24,11,-104.89,39.682,1677.4,0.491,grass
C_11_25,25,11,-104.875,39.682,1652.8,0.286,grass
C_11_26,26,11,-104.86,39.682,1596.9,0.381,grass
C_11_27,27,11,-104.845,39.682,1569.3,0.221,grass
C_11_28,28,11,-104.83,39.682,1516.1,0.374,grass
C_11_29,29,11,-104.815,39.682,1480.1,0.316,grass
C_11_30,30,11,-104.8,39.682,1391.1,0.235,grass
C_11_31,31,11,-104.785,39.682,1367.9,0.348,grass
C_11_32,32,11,-104.77,39.682,1334.1,0.292,grass
C_11_33,33,11,-104.755,39.682,1313.3,0.398,grass
C_11_34,34,11,-104.74,39.682,1272.2,0.299,grass
C_11_35,35,11,-104.725,39.682,1238.8,0.474,grass
C_11_36,36,11,-104.71,39.682,1280.3,0.465,grass
C_11_37,37,11,-104.695,39.682,1236.6,0.676,forest
C_11_38,38,11,-104.68,39.682,1254.2,0.457,grass
C_11_39,39,11,-104.665,39.682,1211.4,0.597,forest
C_11_40,40,11,-104.65,39.682,1271.9,0.685,forest
C_11_41,41,11,-104.635,39.682,1310.0,0.862,forest
C_12_00,0,12,-105.25,39.694,1591.6,0.457,grass
C_12_01,1,12,-105.235,39.694,1625.8,0.776,forest
C_12_02,2,12,-105.22,39.694,1779.4,0.752,forest
C_12_03,3,12,-105.205,39.694,1778.8,0.619,forest
C_12_04,4,12,-105.19,39.694,1887.1,0.765,forest
C_12_05,5,12,-105.175,39.694,1869.3,0.884,forest
C_12_06,6,12,-105.16,39.694,1946.7,0.691,forest
C_12_07,7,12,-105.145,39.694,1936.1,0.829,forest
C_12_08,8,12,-105.13,39.694,1985.5,0.884,forest
C_12_09,9,12,-105.115,39.694,1994.2,0.9,forest
C_12_10,10,12,-105.1,39.694,2035.1,0.784,forest
C_12_11,11,12,-105.085,39.694,2044.4,0.75,forest
C_12_12,12,12,-105.07,39.694,2002.4,0.833,forest
C_12_13,13,12,-105.055,39.694,2006.2,0.841,forest
C_12_14,14,12,-105.04,39.694,2041.9,0.7,forest
C_12_15,15,12,-105.025,39.694,2009.7,0.636,forest
C_12_16,16,12,-105.01,39.694,2038.8,0.632,forest
C_12_17,17,12,-104.995,39.694,1978.6,0.74,forest
C_12_18,18,12,-104.98,39.694,1977.6,0.628,forest
C_12_19,19,12,-104.965,39.694,1930.0,0.622,forest
C_12_20,20,12,-104.95,39.694,1821.0,0.408,grass
C_12_21,21,12,-104.935,39.694,1825.2,0.547,grass
C_12_22,22,12,-104.92,39.694,1807.4,0.465,grass
C_12_23,23,12,-104.905,39.694,1754.7,0.449,grass
C_12_24,24,12,-104.89,39.694,1673.3,0.248,grass
C_12_25,25,12,-104.875,39.694,1601.9,0.309,grass
C_12_26,26,12,-104.86,39.694,1567.9,0.42,grass
C_12_27,27,12,-104.845,39.694,1531.5,0.333,grass
C_12_28,28,12,-104.83,39.694,1465.3,0.395,grass
C_12_29,29,12,-104.815,39.694,1403.7,0.365,grass
C_12_30,30,12,-104.8,39.694,1384.2,0.288,grass
C_12_31,31,12,-104.785,39.694,1331.9,0.245,grass
C_12_32,32,12,-104.77,39.694,1307.0,0.4,grass
C_12_33,33,12,-104.755,39.694,1314.8,0.239,grass
C_12_34,34,12,-104.74,39.694,1227.4,0.363,grass
C_12_35,35,12,-104.725,39.694,1219.2,0.519,grass
C_12_36,36,12,-104.71,39.694,1238.4,0.506,grass
C_12_37,37,12,-104.695,39.694,1201.0,0.621,forest
C_12_38,38,12,-104.68,39.694,1202.6,0.578,forest
C_12_39,39,12,-104.665,39.694,1199.9,0.602,forest
C_12_40,40,12,-104.65,39.694,1206.5,0.745,forest
C_12_41,41,12,-104.635,39.694,1245.8,0.713,forest
C_13_00,0,13,-105.25,39.706,1630.4,0.587,forest
C_13_01,1,13,-105.235,39.706,1633.1,0.649,forest
C_13_02,2,13,-105.22,39.706,1714.6,0.666,forest
C_13_03,3,13,-105.205,39.706,1714.8,0.627,forest
C_13_04,4,13,-105.19,39.706,1814.7,0.791,forest
C_13_05,5,13,-105.175,39.706,1877.2,0.784,forest
C_13_06,6,13,-105.16,39.706,1891.6,0.857,forest
C_13_07,7,13,-105.145,39.706,1928.4,0.706,forest
C_13_08,8,13,-105.13,39.706,1931.6,0.895,forest
C_13_09,9,13,-105.115,39.706,1978.1,0.77,forest
C_13_10,10,13,-105.1,39.706,1979.7,0.812,forest
C_13_11,11,13,-105.085,39.706,2003.2,0.874,forest
C_13_12,12,13,-105.07,39.706,2065.5,0.697,forest
C_13_13,13,13,-105.055,39.706,2020.0,0.741,forest
C_13_14,14,13,-105.04,39.706,1987.9,0.767,forest
C_13_15,15,13,-105.025,39.706,2018.2,0.681,forest
C_13_16,16,13,-105.01,39.706,1935.3,0.752,forest
C_13_17,17,13,-104.995,39.706,1902.2,0.737,forest
C_13_18,18,13,-104.98,39.706,1934.8,0.699,forest
C_13_19,19,13,-104.965,39.706,1868.3,0.583,forest
C_13_20,20,13,-104.95,39.706,1835.4,0.568,forest
C_13_21,21,13,-104.935,39.706,1827.0,0.473,grass
C_13_22,22,13,-104.92,39.706,1720.6,0.301,grass
C_13_23,23,13,-104.905,39.706,1679.6,0.506,grass
C_13_24,24,13,-104.89,39.706,1648.2,0.385,grass
C_13_25,25,13,-104.875,39.706,1538.6,0.188,urban
C_13_26,26,13,-104.86,39.706,1520.6,0.296,grass
C_13_27,27,13,-104.845,39.706,1522.7,0.336,grass
C_13_28,28,13,-104.83,39.706,1451.7,0.458,grass
C_13_29,29,13,-104.815,39.706,1393.0,0.362,grass
C_13_30,30,13,-104.8,39.706,1330.7,0.46,grass
C_13_31,31,13,-104.785,39.706,1344.9,0.302,grass
C_13_32,32,13,-104.77,39.706,1233.9,0.35,grass
C_13_33,33,13,-104.755,39.706,1258.1,0.39,grass
C_13_34,34,13,-104.74,39.706,1188.4,0.579,forest
C_13_35,35,13,-104.725,39.706,1229.3,0.663,forest
C_13_36,36,13,-104.71,39.706,1207.8,0.501,grass
C_13_37,37,13,-104.695,39.706,1166.4,0.739,forest
C_13_38,38,13,-104.68,39.706,1186.7,0.703,forest
C_13_39,39,13,-104.665,39.706,1185.6,0.767,forest
C_13_40,40,13,-104.65,39.706,1240.8,0.689,forest
C_13_41,41,13,-104.635,39.706,1243.2,0.719,forest
C_14_00,0,14,-105.25,39.718,1601.7,0.69,forest
C_14_01,1,14,-105.235,39.718,1600.6,0.818,forest
C_14_02,2,14,-105.22,39.718,1694.6,0.776,forest
C_14_03,3,14,-105.205,39.718,1732.4,0.737,forest
C_14_04,4,14,-105.19,39.718,1813.8,0.798,forest
C_14_05,5,14,-105.175,39.718,1876.6,0.609,forest
C_14_06,6,14,-105.16,39.718,1868.1,0.807,forest
C_14_07,7,14,-105.145,39.718,1881.2,0.88,forest
C_14_08,8,14,-105.13,39.718,1926.4,0.823,forest
C_14_09,9,14,-105.115,39.718,1960.6,0.755,forest
C_14_10,10,14,-105.1,39.718,1968.9,0.865,forest
C_14_11,11,14,-105.085,39.718,1947.7,0.877,forest
C_14_12,12,14,-105.07,39.718,1987.9,0.9,forest
C_14_13,13,14,-105.055,39.718,2013.8,0.704,forest
C_14_14,14,14,-105.04,39.718,1963.0,0.897,forest
C_14_15,15,14,-105.025,39.718,1940.3,0.761,forest
C_14_16,16,14,-105.01,39.718,1946.0,0.752,forest
C_14_17,17,14,-104.995,39.718,1944.7,0.745,forest
C_14_18,18,14,-104.98,39.718,1921.5,0.536,grass
C_14_19,19,14,-104.965,39.718,1878.6,0.645,forest
C_14_20,20,14,-104.95,39.718,1807.6,0.61,forest
C_14_21,21,14,-104.935,39.718,1821.2,0.458,grass
C_14_22,22,14,-104.92,39.718,1738.8,0.529,grass
C_14_23,23,14,-104.905,39.718,1680.2,0.436,grass
C_14_24,24,14,-104.89,39.718,1658.4,0.375,grass
C_14_25,25,14,-104.875,39.718,1583.3,0.468,grass
C_14_26,26,14,-104.86,39.718,1522.6,0.471,grass
C_14_27,27,14,-104.845,39.718,1487.5,0.255,grass
C_14_28,28,14,-104.83,39.718,1397.8,0.325,grass
C_14_29,29,14,-104.815,39.718,1381.5,0.326,grass
C_14_30,30,14,-104.8,39.718,1331.4,0.435,grass
C_14_31,31,14,-104.785,39.718,1278.2,0.45,grass
C_14_32,32,14,-104.77,39.718,1242.4,0.602,forest
C_14_33,33,14,-104.755,39.718,1245.4,0.538,grass
C_14_34,34,14,-104.74,39.718,1173.2,0.488,grass
C_14_35,35,14,-104.725,39.718,1167.9,0.638,forest
C_14_36,36,14,-104.71,39.718,1160.3,0.507,grass
C_14_37,37,14,-104.695,39.718,1150.8,0.667,forest
C_14_38,38,14,-104.68,39.718,1152.1,0.618,forest
C_14_39,39,14,-104.665,39.718,1166.3,0.739,forest
C_14_40,40,14,-104.65,39.718,1156.2,0.682,forest
C_14_41,41,14,-104.635,39.718,1183.5,0.62,forest
C_15_00,0,15,-105.25,39.73,1581.3,0.626,forest
C_15_01,1,15,-105.235,39.73,1596.9,0.637,forest
C_15_02,2,15,-105.22,39.73,1651.6,0.749,forest
C_15_03,3,15,-105.205,39.73,1722.7,0.693,forest
C_15_04,4,15,-105.19,39.73,1721.9,0.897,forest
C_15_05,5,15,-105.175,39.73,1786.4,0.818,forest
C_15_06,6,15,-105.16,39.73,1826.8,0.831,forest
C_15_07,7,15,-105.145,39.73,1881.5,0.85,forest
C_15_08,8,15,-105.13,39.73,1930.8,0.847,forest
C_15_09,9,15,-105.115,39.73,1928.3,0.9,forest
C_15_10,10,15,-105.1,39.73,1946.7,0.9,forest
C_15_11,11,15,-105.085,39.73,1976.6,0.757,forest
C_15_12,12,15,-105.07,39.73,1957.5,0.9,forest
C_15_13,13,15,-105.055,39.73,2021.6,0.744,forest
C_15_14,14,15,-105.04,39.73,1995.0,0.678,forest
C_15_15,15,15,-105.025,39.73,1962.8,0.682,forest
C_15_16,16,15,-105.01,39.73,1940.0,0.796,forest
C_15_17,17,15,-104.995,39.73,1900.0,0.635,forest
C_15_18,18,15,-104.98,39.73,1900.8,0.705,forest
C_15_19,19,15,-104.965,39.73,1876.1,0.664,forest
C_15_20,20,15,-104.95,39.73,1767.0,0.552,forest
C_15_21,21,15,-104.935,39.73,1809.4,0.388,grass
C_15_22,22,15,-104.92,39.73,1746.4,0.539,grass
C_15_23,23,15,-104.905,39.73,1666.7,0.53,grass
C_15_24,24,15,-104.89,39.73,1612.5,0.317,grass
C_15_25,25,15,-104.875,39.73,1551.8,0.366,grass
C_15_26,26,15,-104.86,39.73,1500.1,0.314,grass
C_15_27,27,15,-104.845,39.73,1491.8,0.411,grass
C_15_28,28,15,-104.83,39.73,1398.1,0.367,grass
C_15_29,29,15,-104.815,39.73,1377.9,0.52,grass
C_15_30,30,15,-104.8,39.73,1365.5,0.456,grass
C_15_31,31,15,-104.785,39.73,1265.9,0.4,grass
C_15_32,32,15,-104.77,39.73,1242.6,0.53,grass
C_15_33,33,15,-104.755,39.73,1181.8,0.408,grass
C_15_34,34,15,-104.74,39.73,1137.5,0.452,grass
C_15_35,35,15,-104.725,39.73,1144.6,0.622,forest
C_15_36,36,15,-104.71,39.73,1149.3,0.596,forest
C_15_37,37,15,-104.695,39.73,1151.8,0.626,forest
C_15_38,38,15,-104.68,39.73,1119.3,0.626,forest
C_15_39,39,15,-104.665,39.73,1109.0,0.69,forest
C_15_40,40,15,-104.65,39.73,1109.8,0.644,forest
C_15_41,41,15,-104.635,39.73,1210.9,0.867,forest
C_16_00,0,16,-105.25,39.742,1542.7,0.578,forest
C_16_01,1,16,-105.235,39.742,1604.1,0.567,forest
C_16_02,2,16,-105.22,39.742,1643.1,0.712,forest
C_16_03,3,16,-105.205,39.742,1694.7,0.641,forest
C_16_04,4,16,-105.19,39.742,1725.7,0.787,forest
C_16_05,5,16,-105.175,39.742,1755.7,0.81,forest
C_16_06,6,16,-105.16,39.742,1846.3,0.82,forest
C_16_07,7,16,-105.145,39.742,1875.0,0.815,forest
C_16_08,8,16,-105.13,39.742,1888.3,0.9,forest
C_16_09,9,16,-105.115,39.742,1909.2,0.9,forest
C_16_10,10,16,-105.1,39.742,1998.2,0.851,forest
C_16_11,11,16,-105.085,39.742,1930.0,0.877,forest
C_16_12,12,16,-105.07,39.742,1986.7,0.843,forest
C_16_13,13,16,-105.055,39.742,1964.1,0.862,forest
C_16_14,14,16,-105.04,39.742,1933.8,0.839,forest
C_16_15,15,16,-105.025,39.742,1964.8,0.74,forest
C_16_16,16,16,-105.01,39.742,1901.7,0.668,forest
C_16_17,17,16,-104.995,39.742,1914.9,0.832,forest
C_16_18,18,16,-104.98,39.742,1868.1,0.61,forest
C_16_19,19,16,-104.965,39.742,1809.3,0.623,forest
C_16_20,20,16,-104.95,39.742,1779.8,0.575,forest
C_16_21,21,16,-104.935,39.742,1736.8,0.646,forest
C_16_22,22,16,-104.92,39.742,1687.1,0.484,grass
C_16_23,23,16,-104.905,39.742,1674.2,0.584,forest
C_16_24,24,16,-104.89,39.742,1610.1,0.288,grass
C_16_25,25,16,-104.875,39.742,1535.6,0.386,grass
C_16_26,26,16,-104.86,39.742,1562.3,0.337,grass
C_16_27,27,16,-104.845,39.742,1417.7,0.269,grass
C_16_28,28,16,-104.83,39.742,1396.3,0.318,grass
C_16_29,29,16,-104.815,39.742,1370.5,0.344,grass
C_16_30,30,16,-104.8,39.742,1313.0,0.337,grass
C_16_31,31,16,-104.785,39.742,1272.6,0.462,grass
C_16_32,32,16,-104.77,39.742,1196.9,0.531,grass
C_16_33,33,16,-104.755,39.742,1165.3,0.479,grass
C_16_34,34,16,-104.74,39.742,1143.6,0.537,grass
C_16_35,35,16,-104.725,39.742,1145.6,0.44,grass
C_16_36,36,16,-104.71,39.742,1152.3,0.545,grass
C_16_37,37,16,-104.695,39.742,1144.7,0.396,grass
C_16_38,38,16,-104.68,39.742,1120.7,0.626,forest
C_16_39,39,16,-104.665,39.742,1120.6,0.631,forest
C_16_40,40,16,-104.65,39.742,1132.8,0.658,forest
C_16_41,41,16,-104.635,39.742,1139.7,0.811,forest
C_17_00,0,17,-105.25,39.754,1534.1,0.555,forest
C_17_01,1,17,-105.235,39.754,1565.3,0.646,forest
C_17_02,2,17,-105.22,39.754,1638.8,0.798,forest
C_17_03,3,17,-105.205,39.754,1689.7,0.714,forest
C_17_04,4,17,-105.19,39.754,1730.8,0.85,forest
C_17_05,5,17,-105.175,39.754,1734.6,0.825,forest
C_17_06,6,17,-105.16,39.754,1749.4,0.874,forest
C_17_07,7,17,-105.145,39.754,1886.0,0.887,forest
C_17_08,8,17,-105.13,39.754,1861.1,0.705,forest
C_17_09,9,17,-105.115,39.754,1887.2,0.879,forest
C_17_10,10,17,-105.1,39.754,1908.1,0.825,forest
C_17_11,11,17,-105.085,39.754,1969.2,0.9,forest
C_17_12,12,17,-105.07,39.754,1943.5,0.9,forest
C_17_13,13,17,-105.055,39.754,1958.6,0.813,forest
C_17_14,14,17,-105.04,39.754,1969.4,0.9,forest
C_17_15,15,17,-105.025,39.754,1909.7,0.897,forest
C_17_16,16,17,-105.01,39.754,1898.1,0.762,forest
C_17_17,17,17,-104.995,39.754,1898.0,0.755,forest
C_17_18,18,17,-104.98,39.754,1858.6,0.692,forest
C_17_19,19,17,-104.965,39.754,1820.8,0.722,forest
C_17_20,20,17,-104.95,39.754,1781.4,0.514,grass
C_17_21,21,17,-104.935,39.754,1715.6,0.523,grass
C_17_22,22,17,-104.92,39.754,1731.4,0.518,grass
C_17_23,23,17,-104.905,39.754,1679.1,0.523,grass
C_17_24,24,17,-104.89,39.754,1582.5,0.367,grass
C_17_25,25,17,-104.875,39.754,1568.3,0.272,grass
C_17_26,26,17,-104.86,39.754,1434.1,0.447,grass
C_17_27,27,17,-104.845,39.754,1442.6,0.462,grass
C_17_28,28,17,-104.83,39.754,1359.3,0.392,grass
C_17_29,29,17,-104.815,39.754,1316.1,0.264,grass
C_17_30,30,17,-104.8,39.754,1287.0,0.517,grass
C_17_31,31,17,-104.785,39.754,1259.8,0.405,grass
C_17_32,32,17,-104.77,39.754,1189.4,0.463,grass
C_17_33,33,17,-104.755,39.754,1171.1,0.45,grass
C_17_34,34,17,-104.74,39.754,1098.2,0.448,grass
C_17_35,35,17,-104.725,39.754,1127.7,0.514,grass
C_17_36,36,17,-104.71,39.754,1112.0,0.562,forest
C_17_37,37,17,-104.695,39.754,1065.4,0.591,forest
C_17_38,38,17,-104.68,39.754,1116.0,0.546,grass
C_17_39,39,17,-104.665,39.754,1082.4,0.626,forest
C_17_40,40,17,-104.65,39.754,1122.6,0.615,forest
C_17_41,41,17,-104.635,39.754,1186.7,0.732,forest
C_18_00,0,18,-105.25,39.766,1477.9,0.583,forest
C_18_01,1,18,-105.235,39.766,1580.3,0.625,forest
C_18_02,2,18,-105.22,39.766,1656.0,0.642,forest
C_18_03,3,18,-105.205,39.766,1717.3,0.725,forest
C_18_04,4,18,-105.19,39.766,1726.0,0.682,forest
C_18_05,5,18,-105.175,39.766,1762.9,0.883,forest
C_18_06,6,18,-105.16,39.766,1838.1,0.732,forest
C_18_07,7,18,-105.145,39.766,1838.5,0.816,forest
C_18_08,8,18,-105.13,39.766,1861.6,0.796,forest
C_18_09,9,18,-105.115,39.766,1862.9,0.84,forest
C_18_10,10,18,-105.1,39.766,1931.7,0.783,forest
C_18_11,11,18,-105.085,39.766,1966.2,0.867,forest
C_18_12,12,18,-105.07,39.766,1987.6,0.845,forest
C_18_13,13,18,-105.055,39.766,1958.9,0.825,forest
C_18_14,14,18,-105.04,39.766,1917.7,0.82,forest
C_18_15,15,18,-105.025,39.766,1928.9,0.879,forest
C_18_16,16,18,-105.01,39.766,1890.9,0.804,forest
C_18_17,17,18,-104.995,39.766,1857.2,0.569,forest
C_18_18,18,18,-104.98,39.766,1827.7,0.613,forest
C_18_19,19,18,-104.965,39.766,1849.8,0.495,grass
C_18_20,20,18,-104.95,39.766,1797.9,0.677,forest
C_18_21,21,18,-104.935,39.766,1733.6,0.572,forest
C_18_22,22,18,-104.92,39.766,1715.6,0.504,grass
C_18_23,23,18,-104.905,39.766,1656.8,0.337,grass
C_18_24,24,18,-104.89,39.766,1520.8,0.373,grass
C_18_25,25,18,-104.875,39.766,1518.6,0.459,grass
C_18_26,26,18,-104.86,39.766,1478.5,0.433,grass
C_18_27,27,18,-104.845,39.766,1416.1,0.446,grass
C_18_28,28,18,-104.83,39.766,1366.7,0.548,grass
C_18_29,29,18,-104.815,39.766,1331.4,0.437,grass
C_18_30,30,18,-104.8,39.766,1316.6,0.502,grass
C_18_31,31,18,-104.785,39.766,1196.6,0.443,grass
C_18_32,32,18,-104.77,39.766,1184.8,0.469,grass
C_18_33,33,18,-104.755,39.766,1170.6,0.304,grass
C_18_34,34,18,-104.74,39.766,1126.0,0.526,grass
C_18_35,35,18,-104.725,39.766,1111.8,0.535,grass
C_18_36,36,18,-104.71,39.766,1077.7,0.642,forest
C_18_37,37,18,-104.695,39.766,1116.3,0.61,forest
C_18_38,38,18,-104.68,39.766,1136.4,0.557,forest
C_18_39,39,18,-104.665,39.766,1137.7,0.758,forest
C_18_40,40,18,-104.65,39.766,1140.1,0.769,forest
C_18_41,41,18,-104.635,39.766,1104.1,0.661,forest
C_19_00,0,19,-105.25,39.778,1513.4,0.64,forest
C_19_01,1,19,-105.235,39.778,1617.1,0.62,forest
C_19_02,2,19,-105.22,39.778,1611.7,0.722,forest
C_19_03,3,19,-105.205,39.778,1695.0,0.769,forest
C_19_04,4,19,-105.19,39.778,1766.5,0.754,forest
C_19_05,5,19,-105.175,39.778,1725.8,0.87,forest
C_19_06,6,19,-105.16,39.778,1769.5,0.9,forest
C_19_07,7,19,-105.145,39.778,1856.2,0.749,forest
C_19_08,8,19,-105.13,39.778,1885.7,0.78,forest
C_19_09,9,19,-105.115,39.778,1909.5,0.842,forest
C_19_10,10,19,-105.1,39.778,1903.2,0.779,forest
C_19_11,11,19,-105.085,39.778,1871.6,0.869,forest
C_19_12,12,19,-105.07,39.778,1933.4,0.9,forest
C_19_13,13,19,-105.055,39.778,1933.3,0.839,forest
C_19_14,14,19,-105.04,39.778,1933.5,0.876,forest
C_19_15,15,19,-105.025,39.778,1930.9,0.776,forest
C_19_16,16,19,-105.01,39.778,1887.6,0.579,forest
C_19_17,17,19,-104.995,39.778,1918.9,0.722,forest
C_19_18,18,19,-104.98,39.778,1871.4,0.54,grass
C_19_19,19,19,-104.965,39.778,1793.5,0.646,forest
C_19_20,20,19,-104.95,39.778,1779.9,0.586,forest
C_19_21,21,19,-104.935,39.778,1787.2,0.424,grass
C_19_22,22,19,-104.92,39.778,1678.1,0.321,grass
C_19_23,23,19,-104.905,39.778,1652.1,0.582,forest
C_19_24,24,19,-104.89,39.778,1590.8,0.433,grass
C_19_25,25,19,-104.875,39.778,1505.7,0.38,grass
C_19_26,26,19,-104.86,39.778,1436.0,0.236,grass
C_19_27,27,19,-104.845,39.778,1420.8,0.418,grass
C_19_28,28,19,-104.83,39.778,1377.4,0.272,grass
C_19_29,29,19,-104.815,39.778,1329.9,0.331,grass
C_19_30,30,19,-104.8,39.778,1318.4,0.225,grass
C_19_31,31,19,-104.785,39.778,1262.2,0.39,grass
C_19_32,32,19,-104.77,39.778,1177.3,0.332,grass
C_19_33,33,19,-104.755,39.778,1172.8,0.428,grass
C_19_34,34,19,-104.74,39.778,1152.9,0.427,grass
C_19_35,35,19,-104.725,39.778,1135.9,0.481,grass
C_19_36,36,19,-104.71,39.778,1038.8,0.557,forest
C_19_37,37,19,-104.695,39.778,1120.8,0.485,grass
C_19_38,38,19,-104.68,39.778,1122.9,0.686,forest
C_19_39,39,19,-104.665,39.778,1091.5,0.594,forest
C_19_40,40,19,-104.65,39.778,1064.3,0.719,forest
C_19_41,41,19,-104.635,39.778,1160.6,0.807,forest
C_20_00,0,20,-105.25,39.79,1500.4,0.65,forest
C_20_01,1,20,-105.235,39.79,1569.7,0.52,grass
C_20_02,2,20,-105.22,39.79,1626.8,0.493,grass
C_20_03,3,20,-105.205,39.79,1683.0,0.741,forest
C_20_04,4,20,-105.19,39.79,1765.6,0.861,forest
C_20_05,5,20,-105.175,39.79,1770.6,0.785,forest
C_20_06,6,20,-105.16,39.79,1830.6,0.824,forest
C_20_07,7,20,-105.145,39.79,1854.6,0.773,forest
C_20_08,8,20,-105.13,39.79,1879.1,0.861,forest
C_20_09,9,20,-105.115,39.79,1890.2,0.757,forest
C_20_10,10,20,-105.1,39.79,1958.5,0.797,forest
C_20_11,11,20,-105.085,39.79,1902.7,0.796,forest
C_20_12,12,20,-105.07,39.79,1973.7,0.705,forest
C_20_13,13,20,-105.055,39.79,1960.4,0.836,forest
C_20_14,14,20,-105.04,39.79,1919.2,0.659,forest
C_20_15,15,20,-105.025,39.79,1930.1,0.709,forest
C_20_16,16,20,-105.01,39.79,1925.7,0.638,forest
C_20_17,17,20,-104.995,39.79,1896.3,0.659,forest
C_20_18,18,20,-104.98,39.79,1855.8,0.643,forest
C_20_19,19,20,-104.965,39.79,1858.1,0.592,forest
C_20_20,20,20,-104.95,39.79,1786.3,0.58,forest
C_20_21,21,20,-104.935,39.79,1704.9,0.44,grass
C_20_22,22,20,-104.92,39.79,1664.0,0.536,grass
C_20_23,23,20,-104.905,39.79,1647.3,0.312,grass
C_20_24,24,20,-104.89,39.79,1566.0,0.395,grass
C_20_25,25,20,-104.875,39.79,1507.5,0.285,grass
C_20_26,26,20,-104.86,39.79,1492.8,0.379,grass
C_20_27,27,20,-104.845,39.79,1432.7,0.143,urban
C_20_28,28,20,-104.83,39.79,1348.4,0.462,grass
C_20_29,29,20,-104.815,39.79,1326.6,0.465,grass
C_20_30,30,20,-104.8,39.79,1251.8,0.336,grass
C_20_31,31,20,-104.785,39.79,1222.9,0.241,grass
C_20_32,32,20,-104.77,39.79,1188.9,0.445,grass
C_20_33,33,20,-104.755,39.79,1195.7,0.421,grass
C_20_34,34,20,-104.74,39.79,1106.9,0.262,grass
C_20_35,35,20,-104.725,39.79,1139.6,0.5,grass
C_20_36,36,20,-104.71,39.79,1101.0,0.508,grass
C_20_37,37,20,-104.695,39.79,1085.0,0.518,grass
C_20_38,38,20,-104.68,39.79,1118.6,0.531,grass
C_20_39,39,20,-104.665,39.79,1042.5,0.711,forest
C_20_40,40,20,-104.65,39.79,1164.1,0.741,forest
C_20_41,41,20,-104.635,39.79,1113.4,0.696,forest
C_21_00,0,21,-105.25,39.802,1615.7,0.434,grass
C_21_01,1,21,-105.235,39.802,1600.0,0.724,forest
C_21_02,2,21,-105.22,39.802,1636.2,0.635,forest
C_21_03,3,21,-105.205,39.802,1682.8,0.584,forest
C_21_04,4,21,-105.19,39.802,1721.2,0.666,forest
C_21_05,5,21,-105.175,39.802,1796.6,0.648,forest
C_21_06,6,21,-105.16,39.802,1825.1,0.676,forest
C_21_07,7,21,-105.145,39.802,1861.2,0.9,forest
C_21_08,8,21,-105.13,39.802,1861.1,0.766,forest
C_21_09,9,21,-105.115,39.802,1922.6,0.816,forest
C_21_10,10,21,-105.1,39.802,1907.0,0.704,forest
C_21_11,11,21,-105.085,39.802,1966.5,0.669,forest
C_21_12,12,21,-105.07,39.802,1984.8,0.9,forest
C_21_13,13,21,-105.055,39.802,1912.7,0.645,forest
C_21_14,14,21,-105.04,39.802,1933.5,0.9,forest
C_21_15,15,21,-105.025,39.802,1952.0,0.667,forest
C_21_16,16,21,-105.01,39.802,1967.7,0.528,grass
